약품명,업체명,규격,전문일반구분,특수관리약품구분,ATC코드,품목기준코드,운전위험등급,매칭성분,약물분류
자미쿨연질캡슐(디펜히드라민염산염),조아제약(주),50밀리그램,일반의약품,해당사항없음,N05CM,200811977.0,운전위험,디펜히드라민,항히스타민제(1세대)
자미펜정(아세트아미노펜.디펜히드라민씨트레이트),대일화학공업(주),500밀리그램,일반의약품,해당사항없음,N02BE51,198600901.0,운전위험,디펜히드라민,항히스타민제(1세대)
자이레핀정10밀리그램(올란자핀),환인제약(주),10밀리그램,전문의약품,해당사항없음,N05AH03,200810513.0,운전위험,올란자핀,항정신병제
자이레핀정2.5밀리그램(올란자핀),환인제약(주),2.5밀리그램,전문의약품,해당사항없음,N05AH03,201007234.0,운전위험,올란자핀,항정신병제
자이레핀정5밀리그램(올란자핀),환인제약(주),5밀리그램,전문의약품,해당사항없음,N05AH03,201007233.0,운전위험,올란자핀,항정신병제
자이렉사정10밀리그램(올란자핀),한국프라임제약(주),10밀리그램,전문의약품,해당사항없음,N05AH03,201400789.0,운전위험,올란자핀,항정신병제
자이렉사정5밀리그램(올란자핀),한국프라임제약(주),5밀리그램,전문의약품,해당사항없음,N05AH03,201400788.0,운전위험,올란자핀,항정신병제
자이올란정10밀리그램(올란자핀),초당약품공업(주),10밀리그램,전문의약품,해당사항없음,N05AH03,201101854.0,운전위험,올란자핀,항정신병제
자이올란정2.5밀리그램(올란자핀),초당약품공업(주),2.5밀리그램,전문의약품,해당사항없음,N05AH03,201102756.0,운전위험,올란자핀,항정신병제
자이올란정5밀리그램(올란자핀),초당약품공업(주),5밀리그램,전문의약품,해당사항없음,N05AH03,201102754.0,운전위험,올란자핀,항정신병제
자이자핀정10mg(올란자핀),(주)에스트라,10밀리그램,전문의약품,해당사항없음,N05AH03,201002996.0,운전위험,올란자핀,항정신병제
자이자핀정10밀리그램(올란자핀),한림제약(주),10밀리그램,전문의약품,해당사항없음,N05AH03,201002996.0,운전위험,올란자핀,항정신병제
자이자핀정2.5밀리그램(올란자핀),한림제약(주),2.5밀리그램,전문의약품,해당사항없음,N05AH03,202402585.0,운전위험,올란자핀,항정신병제
자이자핀정5mg(올란자핀),(주)에스트라,5밀리그램,전문의약품,해당사항없음,N05AH03,201007770.0,운전위험,올란자핀,항정신병제
자이자핀정5mg(올란자핀)(비매품),(주)에스트라,5밀리그램,전문의약품,해당사항없음,N05AH03,201007770.0,운전위험,올란자핀,항정신병제
자이자핀정5밀리그램(올란자핀),(주)에스트라,5밀리그램,전문의약품,해당사항없음,N05AH03,201007770.0,운전위험,올란자핀,항정신병제
자이자핀정5밀리그램(올란자핀),한림제약(주),5밀리그램,전문의약품,해당사항없음,N05AH03,201007770.0,운전위험,올란자핀,항정신병제
자이프렉사자이디스확산정10밀리그램(미세올란자핀),한국릴리(유),24밀리그램,전문의약품,해당사항없음,N05AH03,202400729.0,운전위험,올란자핀,항정신병제
자이프렉사자이디스확산정5밀리그램(미세올란자핀),한국릴리(유),15.5밀리그램,전문의약품,해당사항없음,N05AH03,202400728.0,운전위험,올란자핀,항정신병제
자이프렉사정10밀리그람(올란자핀),한국릴리(유),10밀리그램,전문의약품,해당사항없음,N05AH03,199704231.0,운전위험,올란자핀,항정신병제
자이프렉사정10밀리그램(올란자핀),(주)보령,10밀리그램,전문의약품,해당사항없음,N05AH03,199704231.0,운전위험,올란자핀,항정신병제
자이프렉사정15밀리그람(올란자핀),한국릴리(유),15밀리그램,전문의약품,해당사항없음,,200307767.0,운전위험,올란자핀,항정신병제
자이프렉사정2.5밀리그람(올란자핀),한국릴리(유),2.5밀리그램,전문의약품,해당사항없음,N05AH03,200209622.0,운전위험,올란자핀,항정신병제
자이프렉사정2.5밀리그램(올란자핀),(주)보령,2.5밀리그램,전문의약품,해당사항없음,N05AH03,200209622.0,운전위험,올란자핀,항정신병제
자이프렉사정5밀리그람(올란자핀),한국릴리(유),5밀리그램,전문의약품,해당사항없음,N05AH03,199704229.0,운전위험,올란자핀,항정신병제
자이프렉사정5밀리그램(올란자핀),(주)보령,5밀리그램,전문의약품,해당사항없음,N05AH03,199704229.0,운전위험,올란자핀,항정신병제
자이프렉사정7.5밀리그람(올란자핀),한국릴리(유),7.5밀리그램,전문의약품,해당사항없음,,199704230.0,운전위험,올란자핀,항정신병제
자이프렉사주10밀리그램(올란자핀),한국릴리(유),10밀리그램,전문의약품,해당사항없음,N05AH03,200409970.0,운전위험,올란자핀,항정신병제
자이피스오디정10밀리그램(올란자핀),고려제약(주),10밀리그램,전문의약품,해당사항없음,N05AH03,201101116.0,운전위험,올란자핀,항정신병제
자이피스오디정5밀리그램(올란자핀),고려제약(주),5밀리그램,전문의약품,해당사항없음,N05AH03,201109301.0,운전위험,올란자핀,항정신병제
잘덴정(호박산독실아민)(수출명:DOXYLAMTablet),신풍제약(주),25밀리그램,일반의약품,해당사항없음,N05CM,198700025.0,운전위험,독실아민,항히스타민제(1세대)
장쿨과립(차전자피),신화제약(주),4그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
재우스팜후루디펜카타플라스마(플루르비프로펜),(주)재우스팜,112기타,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
제감콜드캡슐,신일제약(주),150밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
제놀쿨카타플라스마,(주)녹십자,240밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
제놀쿨타입(수출용),(주)녹십자,160밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
제놀파워풀플라스타(플루르비프로펜),아이큐어(주),40밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
제놀푸로탑플라스타(플루르비프로펜),(주)녹십자,40밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
제놀하이드로카타플라스마(플루르비프로펜),아이큐어(주),20밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
제니코푸시럽(아이비엽70%에탄올유동엑스),(주)하원제약,없음,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
제로민연질캡슐(디펜히드라민염산염),한솔신약(주),50밀리그램,일반의약품,해당사항없음,N05CM,200903392.0,운전위험,디펜히드라민,항히스타민제(1세대)
제로민플러스정(독실아민석시네이트),한솔신약(주),25밀리그램,일반의약품,해당사항없음,N05CM,200903744.0,운전위험,독실아민,항히스타민제(1세대)
제로코푸시럽,일성아이에스(주),없음,전문의약품,한외마약포함,R05FA02,201502995.0,운전위험,한외마약포함,한외마약포함
제로쿨캡슐,일심제약,200밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
제스쿨정,(주)씨엠지제약,175밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
제스쿨플러스정,(주)씨엠지제약,170밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
제스터정25밀리그램(토피라메이트),(주)아이월드제약,25밀리그램,전문의약품,해당사항없음,N03AX11,201801418.0,운전위험,토피라메이트,항전간제
제올라쿨액,태극제약(주),없음,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
제이가바캡슐150밀리그램(프레가발린),제일약품(주),150밀리그램,전문의약품,해당사항없음,N02BF02,202000751.0,운전위험,프레가발린,항전간제
제이가바캡슐25밀리그램(프레가발린),제일약품(주),25밀리그램,전문의약품,해당사항없음,N02BF02,201900208.0,운전위험,프레가발린,항전간제
제이가바캡슐50밀리그램(프레가발린),제일약품(주),50밀리그램,전문의약품,해당사항없음,N02BF02,201900209.0,운전위험,프레가발린,항전간제
제이가바캡슐75밀리그램(프레가발린),제일약품(주),75밀리그램,전문의약품,해당사항없음,N02BF02,202000752.0,운전위험,프레가발린,항전간제
제이더블유신약프레가발린캡슐150밀리그램(프레가발린),제이더블유신약(주),150밀리그램,전문의약품,해당사항없음,N02BF02,201602911.0,운전위험,프레가발린,항전간제
제이더블유신약프레가발린캡슐75밀리그램(프레가발린),제이더블유신약(주),75밀리그램,전문의약품,해당사항없음,N02BF02,201602912.0,운전위험,프레가발린,항전간제
제이더블유올란자핀정10mg(수출명:OlanzapineTablet10mgSANWA)(수출용),제이더블유중외제약(주),10밀리그램,전문의약품,해당사항없음,N05AH03,201600805.0,운전위험,올란자핀,항정신병제
제이더블유올란자핀정2.5mg(수출명:OlanzapineTablet2.5mgSANWA)(수출용),제이더블유중외제약(주),2.5밀리그램,전문의약품,해당사항없음,N05AH03,201600803.0,운전위험,올란자핀,항정신병제
제이더블유올란자핀정20mg(수출명:OlanzapineTablet20mgSANWA)(수출용),제이더블유중외제약(주),20밀리그램,전문의약품,해당사항없음,N05AH03,201600806.0,운전위험,올란자핀,항정신병제
제이더블유올란자핀정5mg(수출명:OlanzapineTablet5mgSANWA)(수출용),제이더블유중외제약(주),5밀리그램,전문의약품,해당사항없음,N05AH03,201600804.0,운전위험,올란자핀,항정신병제
제이더블유중외제약프레가발린캡슐150밀리그램(프레가발린),제이더블유중외제약(주),150밀리그램,전문의약품,해당사항없음,N02BF02,201602101.0,운전위험,프레가발린,항전간제
제이더블유중외제약프레가발린캡슐75밀리그램(프레가발린),제이더블유중외제약(주),75밀리그램,전문의약품,해당사항없음,N02BF02,201602102.0,운전위험,프레가발린,항전간제
제이리스페리돈정1mg(리스페리돈),(주)라이트팜텍,1밀리그램,전문의약품,해당사항없음,N05AX08,201907797.0,운전위험,리스페리돈,항정신병제
제이리스페리돈정2mg(리스페리돈),(주)라이트팜텍,2밀리그램,전문의약품,해당사항없음,N05AX08,201907798.0,운전위험,리스페리돈,항정신병제
제이알메토카르바몰정,(주)비보존제약,750밀리그램,전문의약품,해당사항없음,M03BA03,197900226.0,운전위험,메토카르바몰,근육이완제
제이에스콜드정,제이에스제약(주),200밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
제이콜드연질캡슐,제이에스제약(주),200밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
제일디쿨24플라스타(디클로페낙나트륨),제일헬스사이언스주식회사,15밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
제일메토카르바몰주사액(수출용),(주)제일제약,5밀리리터,전문의약품,해당사항없음,M03BA03,198900520.0,운전위험,메토카르바몰,근육이완제
제일빅파프카타플라스마(플루르비프로펜),제일헬스사이언스주식회사,40밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
제일제약페니토인나트륨주50mg/mL(수출용),(주)제일제약,2밀리리터,전문의약품,해당사항없음,N03AB02,201106874.0,운전위험,페니토인,항전간제
제일쿨겔,제일약품(주),없음,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
제일쿨키드크림,제일헬스사이언스주식회사,15그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
제일쿨텍카타플라스마,제일약품(주),160밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
제일쿨텍카타플라스마,제일헬스사이언스주식회사,160밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
제일쿨파프,제일약품(주),262.5밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
제일쿨파프,제일헬스사이언스주식회사,262.5밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
제일쿨파프(수출용),제일약품(주),262.5밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
제일쿨팝겔(디클로페낙디에틸암모늄),제일약품(주),없음,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
제일쿨팝겔(디클로페낙디에틸암모늄),제일헬스사이언스주식회사,50그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
제일클로르페니라민말레산염주사액,(주)제일제약,2밀리리터,전문의약품,해당사항없음,R06AB04,198400289.0,운전위험,클로르페니라민,항히스타민제(1세대)
제일탑첩부제(플루르비프로펜),제일약품(주),20밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
제일탑첩부제(플루르비프로펜),제일헬스사이언스주식회사,없음,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
젠스트린트로키(레몬향)(플루르비프로펜),신일제약(주),8.75밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
젠스트린트로키(멘톨앤페퍼민트향)(플루르비프로펜),신일제약(주),8.75밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
젠스트린트로키(멘톨앤페퍼민트향페퍼민트향레몬향복숭아향)(플루르비프로펜),신일제약(주),8.75밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
젠스트린트로키(복숭아향)(플루르비프로펜),신일제약(주),8.75밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
젠카몰주(메토카르바몰),(주)셀릭스,5밀리리터,전문의약품,해당사항없음,,200101764.0,운전위험,메토카르바몰,근육이완제
젤독스주사20mg/ml(메실산지프라시돈삼수화물(주사용)),한국화이자제약(주),20밀리그램,전문의약품,해당사항없음,N05AE04,200410084.0,운전위험,지프라시돈,항정신병제
젤독스캅셀40밀리그람(염산지프라시돈일수화물),한국화이자제약(주),없음,전문의약품,해당사항없음,,200100368.0,운전위험,지프라시돈,항정신병제
젤독스캡슐20밀리그램(염산지프라시돈일수화물),비아트리스코리아(주),20밀리그램,전문의약품,해당사항없음,N05AE04,200708534.0,운전위험,지프라시돈,항정신병제
젤독스캡슐20밀리그램(염산지프라시돈일수화물),한국화이자제약(주),20밀리그램,전문의약품,해당사항없음,N05AE04,200708534.0,운전위험,지프라시돈,항정신병제
젤독스캡슐40밀리그람(염산지프라시돈일수화물),한국화이자제약(주),40밀리그램,전문의약품,해당사항없음,N05AE04,200610661.0,운전위험,지프라시돈,항정신병제
젤독스캡슐40밀리그램(염산지프라시돈일수화물),비아트리스코리아(주),40밀리그램,전문의약품,해당사항없음,N05AE04,200610661.0,운전위험,지프라시돈,항정신병제
젤독스캡슐40밀리그램(염산지프라시돈일수화물),한국화이자제약(주),40밀리그램,전문의약품,해당사항없음,N05AE04,200610661.0,운전위험,지프라시돈,항정신병제
젤독스캡슐60밀리그람(염산지프라시돈일수화물),한국화이자제약(주),60밀리그램,전문의약품,해당사항없음,N05AE04,200511055.0,운전위험,지프라시돈,항정신병제
젤독스캡슐60밀리그램(염산지프라시돈일수화물),한국화이자제약(주),60밀리그램,전문의약품,해당사항없음,N05AE04,200511055.0,운전위험,지프라시돈,항정신병제
젤독스캡슐60밀리그램(염산지프라시돈일수화물),비아트리스코리아(주),60밀리그램,전문의약품,해당사항없음,N05AE04,200511055.0,운전위험,지프라시돈,항정신병제
젤독스캡슐80밀리그람(염산지프라시돈일수화물),한국화이자제약(주),80밀리그램,전문의약품,해당사항없음,N05AE04,200511056.0,운전위험,지프라시돈,항정신병제
젤독스캡슐80밀리그램(염산지프라시돈일수화물),한국화이자제약(주),80밀리그램,전문의약품,해당사항없음,N05AE04,200511056.0,운전위험,지프라시돈,항정신병제
젤독스캡슐80밀리그램(염산지프라시돈일수화물),비아트리스코리아(주),80밀리그램,전문의약품,해당사항없음,N05AE04,200511056.0,운전위험,지프라시돈,항정신병제
젤리프서방정150밀리그램(프레가발린),(주)엘지화학,150밀리그램,전문의약품,해당사항없음,N02BF02,201900138.0,운전위험,프레가발린,항전간제
젤리프서방정300밀리그램(프레가발린),(주)엘지화학,300밀리그램,전문의약품,해당사항없음,N02BF02,201900139.0,운전위험,프레가발린,항전간제
젤리프서방정75밀리그램(프레가발린),(주)엘지화학,75밀리그램,전문의약품,해당사항없음,N02BF02,202401340.0,운전위험,프레가발린,항전간제
젤존팝카타플라스마(플루르비프로펜),(주)오현파마코푸레이션,112기타,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
젤존팝카타플라스마(플루르비프로펜),(주)재우스팜,112기타,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
젤콤정(플루벤다졸),(주)종근당,500밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
젤콤현탁액(플루벤다졸),(주)종근당,없음,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
조아쿨첩부제(플루르비프로펜),조아제약(주),20밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
조아팝(플루르비프로펜),(주)오현파마코푸레이션,98기타,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
조아팝(플루르비프로펜),(주)재우스팜,98기타,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
조이쿨카타플라스마,(주)녹십자,14그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
조인업더블플라스타(플루르비프로펜),일양약품(주),0.4415그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
조인업첩부제(플루르비프로펜),일양약품(주),20밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
조인쿨정(소경활혈탕),경희제약(주),없음,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
조인쿨정(소경활혈탕),삼영제약(합),208밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
조인쿨카타플라스마(수출용)(살리실산메칠)(수출명:별첨),신신제약(주),662밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
종근당토피라메이트서방정25밀리그램,(주)종근당,25밀리그램,전문의약품,해당사항없음,N03AX11,202501907.0,운전위험,토피라메이트,항전간제
종근당토피라메이트서방정50밀리그램,(주)종근당,50밀리그램,전문의약품,해당사항없음,N03AX11,202501908.0,운전위험,토피라메이트,항전간제
줄리안정15밀리그램(클로미프라민염산염),동국제약(주),15밀리그램,전문의약품,해당사항없음,G04BX,201306328.0,운전위험,클로미프라민,삼환계항우울제
중외에페리손염산염정,제이더블유중외제약(주),50밀리그램,전문의약품,해당사항없음,M03BX09,200300198.0,운전위험,에페리손,근육이완제
중헌리스페리돈정1밀리그램,(주)중헌제약,1밀리그램,전문의약품,해당사항없음,N05AX08,201903634.0,운전위험,리스페리돈,항정신병제
중헌리스페리돈정2밀리그램,(주)중헌제약,2밀리그램,전문의약품,해당사항없음,N05AX08,201903635.0,운전위험,리스페리돈,항정신병제
지앤비정600밀리그램(가바펜틴),삼익제약(주),600밀리그램,전문의약품,해당사항없음,N02BF01,200702519.0,운전위험,가바펜틴,항전간제
지앤비캡슐100밀리그램(가바펜틴),삼익제약(주),100밀리그램,전문의약품,해당사항없음,N02BF01,201901919.0,운전위험,가바펜틴,항전간제
지앤비캡슐300밀리그램(가바펜틴),삼익제약(주),300밀리그램,전문의약품,해당사항없음,N02BF01,201901918.0,운전위험,가바펜틴,항전간제
지엘바클로펜정10밀리그램,지엘파마(주),10밀리그램,전문의약품,해당사항없음,M03BX01,201901838.0,운전위험,바클로펜,근육이완제
지펜틴캡슐(가바펜틴),삼천당제약(주),300밀리그램,전문의약품,해당사항없음,N02BF01,200512277.0,운전위험,가바펜틴,항전간제
진양에페리손정(에페리손염산염),진양제약(주),50밀리그램,전문의약품,해당사항없음,M03BX09,200401399.0,운전위험,에페리손,근육이완제
진콜드액(은행엽엑스),삼성제약(주),없음,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
진콜드연질캅셀(은행엽엑스)(수출명:GINGKOCap),삼성제약(주),40밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
진콜드정40밀리그람(은행엽엑스),삼성제약(주),40밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
진콜드정80밀리그람(은행엽엑스),삼성제약(주),80밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
진쿨엑스과립(인삼패독산),일심제약,없음,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
참할로페리돌정1.5밀리그람,유니메드제약(주),1.5밀리그램,전문의약품,해당사항없음,,199102959.0,운전위험,할로페리돌,항정신병제
챔프콜드시럽,동아에스티(주),없음,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
챔프콜드시럽,동아제약(주),5밀리리터,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
챔프콜드펜시럽,동아제약(주),5밀리리터,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
챔프콜드펜하이시럽,동아제약(주),10밀리리터,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
천쿨과립,(주)수민제약,없음,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
청계메퀴타진정(메퀴타진)(수출용),청계제약(주),5밀리그램,전문의약품,해당사항없음,R06AD07,200606454.0,운전위험,메퀴타진,항히스타민제(1세대)
청계메퀴타진정(수출용),청계제약(주),5밀리그램,전문의약품,해당사항없음,R06AD07,200606454.0,운전위험,메퀴타진,항히스타민제(1세대)
청계바클로펜정10밀리그람,청계제약(주),10밀리그램,전문의약품,해당사항없음,,199400324.0,운전위험,바클로펜,근육이완제
청계바클로펜정25밀리그람,청계제약(주),25밀리그램,전문의약품,해당사항없음,,199400325.0,운전위험,바클로펜,근육이완제
청쿨과립,(유)한풍제약,없음,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
치노펜정(바클로펜),(주)휴온스,10밀리그램,전문의약품,해당사항없음,M03BX01,198902242.0,운전위험,바클로펜,근육이완제
치어스츄잉껌당의정(디멘히드리네이트),부광약품(주),20밀리그램,일반의약품,해당사항없음,R06AA11,199401199.0,운전위험,디멘히드리네이트,항히스타민제/멀미약
카나가바로틴캡슐100밀리그램(가바펜틴),주식회사 제뉴원사이언스,100밀리그램,전문의약품,해당사항없음,N02BF01,201907289.0,운전위험,가바펜틴,항전간제
카나가바로틴캡슐300밀리그램(가바펜틴),주식회사 제뉴원사이언스,300밀리그램,전문의약품,해당사항없음,N02BF01,201907290.0,운전위험,가바펜틴,항전간제
카나가바로틴캡슐400밀리그램(가바펜틴),주식회사 제뉴원사이언스,400밀리그램,전문의약품,해당사항없음,N02BF01,202000423.0,운전위험,가바펜틴,항전간제
카네민정(카르바마제핀),삼익제약(주),200밀리그램,전문의약품,해당사항없음,,199002323.0,운전위험,카르바마제핀,항전간제
카라몰정(메토카르바몰),한솔신약(주),250밀리그램,전문의약품,해당사항없음,M03BA03,200903911.0,운전위험,메토카르바몰,근육이완제
카르마인씨알정(카르바마제핀),명문제약(주),200밀리그램,전문의약품,해당사항없음,N03AF01,199102609.0,운전위험,카르바마제핀,항전간제
카르마인정(카르바마제핀)(수출용),명문제약(주),200밀리그램,전문의약품,해당사항없음,N03AF01,198401121.0,운전위험,카르바마제핀,항전간제
카르몰정(메토카르바몰)(수출용),한국유나이티드제약(주),500밀리그램,전문의약품,해당사항없음,M03BA03,198801237.0,운전위험,메토카르바몰,근육이완제
카르몰정750밀리그람(메토카르바몰),한국유나이티드제약(주),750밀리그램,전문의약품,해당사항없음,,200301264.0,운전위험,메토카르바몰,근육이완제
카르몰주1000밀리그람(메토카르바몰),한국유나이티드제약(주),10밀리리터,전문의약품,해당사항없음,,199101487.0,운전위험,메토카르바몰,근육이완제
카르몰주100mg/mL(메토카르바몰),한국유나이티드제약(주),5밀리리터,전문의약품,해당사항없음,,199101487.0,운전위험,메토카르바몰,근육이완제
카르몰주500밀리그람(메토카르바몰),한국유나이티드제약(주),5밀리리터,전문의약품,해당사항없음,,199101487.0,운전위험,메토카르바몰,근육이완제
카르바씨알정200밀리그람(카르바마제핀),(주)인바이오넷,200밀리그램,전문의약품,해당사항없음,,200204262.0,운전위험,카르바마제핀,항전간제
카르바씨알정200밀리그람(카르바마제핀),(주)비티오제약,200밀리그램,전문의약품,해당사항없음,,200204262.0,운전위험,카르바마제핀,항전간제
카르바씨알정300밀리그람(카르바마제핀),(주)인바이오넷,300밀리그램,전문의약품,해당사항없음,,200204263.0,운전위험,카르바마제핀,항전간제
카르바씨알정300밀리그람(카르바마제핀),(주)비티오제약,300밀리그램,전문의약품,해당사항없음,,200204263.0,운전위험,카르바마제핀,항전간제
카르바정250밀리그램(메토카르바몰),영풍제약(주),250밀리그램,전문의약품,해당사항없음,M03BA03,200003538.0,운전위험,메토카르바몰,근육이완제
카르신정(메토카르바몰),(주)바스칸바이오제약,250밀리그램,전문의약품,해당사항없음,M03BA03,200202311.0,운전위험,메토카르바몰,근육이완제
카마제핀씨알정200밀리그램(카르바마제핀),명인제약(주),200밀리그램,전문의약품,해당사항없음,N03AF01,199000983.0,운전위험,카르바마제핀,항전간제
카마제핀씨알정300밀리그램(카르바마제핀),명인제약(주),300밀리그램,전문의약품,해당사항없음,N03AF01,199301180.0,운전위험,카르바마제핀,항전간제
카마제핀정(카르바마제핀),명인제약(주),200밀리그램,전문의약품,해당사항없음,N03AF01,198500634.0,운전위험,카르바마제핀,항전간제
카마핀정(카르바마제핀),(주)넥스팜코리아,200밀리그램,전문의약품,해당사항없음,,199804339.0,운전위험,카르바마제핀,항전간제
카밀레쿨점안액,국제약품(주),없음,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
카바로신정(카르바민산클로르페니라민)(수출용),(주)씨엠지제약,125밀리그램,전문의약품,해당사항없음,M03BX,198501291.0,운전위험,클로르페니라민,항히스타민제(1세대)
카바론틴캡슐100밀리그람(가바펜틴),(주)경보제약,100밀리그램,전문의약품,해당사항없음,N02BF01,200604352.0,운전위험,가바펜틴,항전간제
카바론틴캡슐300밀리그람(가바펜틴),(주)경보제약,300밀리그램,전문의약품,해당사항없음,N02BF01,200604351.0,운전위험,가바펜틴,항전간제
카바롤씨알정(카르바마제핀),유니메드제약(주),200밀리그램,전문의약품,해당사항없음,,200004623.0,운전위험,카르바마제핀,항전간제
카바마정(카르바마제핀)(수출용),영일제약(주),200밀리그램,전문의약품,해당사항없음,N03AF01,200002614.0,운전위험,카르바마제핀,항전간제
카바몰정(메토카르바몰),신일제약(주),250밀리그램,전문의약품,해당사항없음,M03BA03,200002996.0,운전위험,메토카르바몰,근육이완제
카바몰프로정(클로르족사존),신일제약(주),200밀리그램,일반의약품,해당사항없음,M03BB03,201404490.0,운전위험,클로르족사존,근육이완제
카바민씨알정200밀리그람(카르바마제핀)(수출용),하나제약(주),200밀리그램,전문의약품,해당사항없음,N03AF01,199802257.0,운전위험,카르바마제핀,항전간제
카바민씨알정300미리그람(카르바마제핀)(수출용),하나제약(주),300밀리그램,전문의약품,해당사항없음,,199802258.0,운전위험,카르바마제핀,항전간제
카바민정200mg(카르바마제핀),하나제약(주),200밀리그램,전문의약품,해당사항없음,,199802271.0,운전위험,카르바마제핀,항전간제
카바민정200mg(카르바마제핀)(수출용),하나제약(주),200밀리그램,전문의약품,해당사항없음,,199802271.0,운전위험,카르바마제핀,항전간제
카바펜캡슐300밀리그램(가바펜틴),영풍제약(주),300밀리그램,전문의약품,해당사항없음,N02BF01,201307290.0,운전위험,가바펜틴,항전간제
카바핀씨알정(카르바마제핀)(수출용),한국유나이티드제약(주),300밀리그램,전문의약품,해당사항없음,N03AF01,200101660.0,운전위험,카르바마제핀,항전간제
카박신주(메토카르바몰),건일제약(주),500밀리그램,전문의약품,해당사항없음,,199200502.0,운전위험,메토카르바몰,근육이완제
