약품명,업체명,규격,전문일반구분,특수관리약품구분,ATC코드,품목기준코드,운전위험등급,매칭성분,약물분류
쎄티린정(레보세티리진염산염),삼천당제약(주),5밀리그램,전문의약품,해당사항없음,R06AE09,200804797.0,운전주의,세티리진,항히스타민제(2세대)
쎌라트로라타딘정10mg(수출용)(수출명:로라탄정),(주)씨엠지제약,10밀리그램,전문의약품,해당사항없음,R06AX13,200102720.0,운전주의,로라타딘,항히스타민제(2세대)
쎌라트로라타딘정10mg200t,(주)씨엠지제약,10밀리그램,전문의약품,해당사항없음,R06AX13,200102720.0,운전주의,로라타딘,항히스타민제(2세대)
쎌라트로라타딘정10mg30t,(주)씨엠지제약,10밀리그램,전문의약품,해당사항없음,R06AX13,200102720.0,운전주의,로라타딘,항히스타민제(2세대)
쎌라트로라타딘정10mg500t,(주)씨엠지제약,10밀리그램,전문의약품,해당사항없음,R06AX13,200102720.0,운전주의,로라타딘,항히스타민제(2세대)
쎌리진정(레보세티리진염산염),(주)파마킹,5밀리그램,전문의약품,해당사항없음,R06AE09,201307259.0,운전주의,세티리진,항히스타민제(2세대)
쎌진정(염산세티리진),(주)파마킹,10밀리그램,일반의약품,해당사항없음,,200102185.0,운전주의,세티리진,항히스타민제(2세대)
씨엠지아스피린장용정100mg,(주)씨엠지제약,100밀리그램,일반의약품,해당사항없음,B01AC06,201401484.0,운전주의,아스피린,진통소염제
씨자론액(염산레보세티리진),(주)태준제약,없음,전문의약품,해당사항없음,R06AE09,200807002.0,운전주의,세티리진,항히스타민제(2세대)
씨자론정5밀리그람(레보세티리진염산염),(주)태준제약,5밀리그램,전문의약품,해당사항없음,R06AE09,200804213.0,운전주의,세티리진,항히스타민제(2세대)
씨자론정5밀리그램(레보세티리진염산염),(주)태준제약,5밀리그램,전문의약품,해당사항없음,R06AE09,200804213.0,운전주의,세티리진,항히스타민제(2세대)
씨잘액(레보세티리진염산염),한국유씨비제약(주),없음,전문의약품,해당사항없음,R06AE09,200607549.0,운전주의,세티리진,항히스타민제(2세대)
씨잘액(염산레보세티리진),한국유씨비제약(주),75밀리리터,전문의약품,해당사항없음,R06AE09,200607549.0,운전주의,세티리진,항히스타민제(2세대)
씨잘정5밀리그램(레보세티리진염산염),한국유씨비제약(주),5밀리그램,전문의약품,해당사항없음,R06AE09,200604084.0,운전주의,세티리진,항히스타민제(2세대)
씨잘정5밀리그램(염산레보세티리진),한국유씨비제약(주),5밀리그램,전문의약품,해당사항없음,R06AE09,200604084.0,운전주의,세티리진,항히스타민제(2세대)
씨잘정5밀리그램(염산세티리진),한국유씨비제약(주),5밀리그램,전문의약품,해당사항없음,R06AE09,200604084.0,운전주의,세티리진,항히스타민제(2세대)
씨제이나테글리니드정90밀리그램,에이치케이이노엔(주),90밀리그램,전문의약품,해당사항없음,,200706384.0,운전주의,나테글리니드,경구혈당강하제
씨즈날정(세티리진염산염),(주)녹십자,10밀리그램,일반의약품,해당사항없음,R06AE07,199703153.0,운전주의,세티리진,항히스타민제(2세대)
씨진정5mg(레보세티리진염산염),대원제약(주),5밀리그램,전문의약품,해당사항없음,R06AE09,200804779.0,운전주의,세티리진,항히스타민제(2세대)
씨탈람정(에스시탈로프람옥살산염),(주)휴온스,12.77밀리그램,전문의약품,해당사항없음,N06AB10,200901479.0,운전주의,에스시탈로프람,SSRI
씨탈정(에스시탈로프람옥살산염),에이치엘비제약(주),10밀리그램,전문의약품,해당사항없음,N06AB10,200903829.0,운전주의,에스시탈로프람,SSRI
씨탈정20밀리그램(에스시탈로프람옥살산염),에이치엘비제약(주),25.54밀리그램,전문의약품,해당사항없음,N06AB10,201507090.0,운전주의,에스시탈로프람,SSRI
씨트리아스피린정81mg,에이치엘비제약(주),81밀리그램,일반의약품,해당사항없음,B01AC06,201200404.0,운전주의,아스피린,진통소염제
씨티리진정(레보세티리진염산염),풍림무약(주),5밀리그램,전문의약품,해당사항없음,R06AE09,200802914.0,운전주의,세티리진,항히스타민제(2세대)
씨티리진정(레보세티리진염산염)&nbsp;,풍림무약(주),5밀리그램,전문의약품,해당사항없음,R06AE09,200802914.0,운전주의,세티리진,항히스타민제(2세대)
씨티릴정(글리메피리드),(주)씨티씨바이오,2밀리그램,전문의약품,해당사항없음,A10BB12,201802132.0,운전주의,글리메피리드,경구혈당강하제
씨펜액(레보세티리진염산염),한국프라임제약(주),없음,전문의약품,해당사항없음,R06AE09,200806751.0,운전주의,세티리진,항히스타민제(2세대)
씨펜정(레보세티리진염산염),한국프라임제약(주),5밀리그램,전문의약품,해당사항없음,R06AE09,200808828.0,운전주의,세티리진,항히스타민제(2세대)
씨프람정(브롬화수소산시탈로프람),환인제약(주),24.98밀리그램,전문의약품,해당사항없음,,200210562.0,운전주의,시탈로프람,SSRI
씨프로탐정(브롬화수소산시탈로프람),경동제약(주),20밀리그램,전문의약품,해당사항없음,,200501982.0,운전주의,시탈로프람,SSRI
아그릴정2밀리그램(글리메피리드),(주)아리제약,2밀리그램,전문의약품,해당사항없음,A10BB12,201906464.0,운전주의,글리메피리드,경구혈당강하제
아나피린장용정100밀리그램(아스피린),아주약품 주식회사,100밀리그램,일반의약품,해당사항없음,B01AC06,201207417.0,운전주의,아스피린,진통소염제
아남우황청심원,아남제약,3.8그램,일반의약품,해당사항없음,,199100681.0,운전주의,우황청심원,한방제제
아남우황청심원액,아남제약,50밀리리터,일반의약품,해당사항없음,C01EX,200905119.0,운전주의,우황청심원,한방제제
아남우황청심원엘,아남제약,3.75그램,일반의약품,해당사항없음,C01EX,200901664.0,운전주의,우황청심원,한방제제
아남우황청심원엘(사향대체물질함유),아남제약,없음,일반의약품,해당사항없음,C01EX,200901664.0,운전주의,우황청심원,한방제제
아남우황청심원엘액(사향대체물질함유),아남제약,없음,일반의약품,해당사항없음,C01EX,200905117.0,운전주의,우황청심원,한방제제
아남원방우황청심원,아남제약,없음,일반의약품,해당사항없음,C01EX,199100679.0,운전주의,우황청심원,한방제제
아남원방우황청심원액,아남제약,없음,일반의약품,해당사항없음,C01EX,200905120.0,운전주의,우황청심원,한방제제
아남원방우황청심원엘,아남제약,4그램,일반의약품,해당사항없음,C01EX,200901665.0,운전주의,우황청심원,한방제제
아남원방우황청심원엘(사향대체물질함유),아남제약,없음,일반의약품,해당사항없음,C01EX,200901665.0,운전주의,우황청심원,한방제제
아놀렉스정50밀리그램(아테놀롤),(주)씨엠지제약,50밀리그램,전문의약품,해당사항없음,C07AB03,198601273.0,운전주의,아테놀롤,베타차단제
아놀민정(아테놀롤),대림제약(주),50밀리그램,전문의약품,해당사항없음,,198600939.0,운전주의,아테놀롤,베타차단제
아놀정(아테놀롤),(주)티디에스팜,50밀리그램,전문의약품,해당사항없음,C07AB03,200403005.0,운전주의,아테놀롤,베타차단제
아디올정25밀리그람(카르베딜롤),아주약품 주식회사,25밀리그램,전문의약품,해당사항없음,,200500689.0,운전주의,카르베딜롤,베타차단제
아라스틴정(아젤라스틴염산염),(주)일화,1밀리그램,전문의약품,해당사항없음,R06AX19,199701010.0,운전주의,아젤라스틴,항히스타민제(2세대)
"아라텍트캡슐100/5밀리그램(아스피린,라베프라졸)",(주)한국파마,100밀리그램,전문의약품,해당사항없음,B01AC56,202402338.0,운전주의,아스피린,진통소염제
아라틴정(염산아젤라스틴),우리제약(주),1밀리그램,전문의약품,해당사항없음,R06AX19,200404165.0,운전주의,아젤라스틴,항히스타민제(2세대)
아로밀정(글리메피리드),아주약품 주식회사,2밀리그램,전문의약품,해당사항없음,A10BB12,200400686.0,운전주의,글리메피리드,경구혈당강하제
아로작캡슐10밀리그램(플루옥세틴염산염),(주)아리제약,10밀리그램,전문의약품,해당사항없음,N06AB03,202004021.0,운전주의,플루옥세틴,SSRI
아로작캡슐20밀리그램(플루옥세틴염산염),(주)아리제약,20밀리그램,전문의약품,해당사항없음,N06AB03,202004022.0,운전주의,플루옥세틴,SSRI
아루텍정(세티리진염산염),(주)메디카코리아,10밀리그램,일반의약품,해당사항없음,R06AE07,199701398.0,운전주의,세티리진,항히스타민제(2세대)
아르날정(염산세티리진)(수출명:CeratirTab.),한국프라임제약(주),10밀리그램,일반의약품,해당사항없음,R06AE07,200103846.0,운전주의,세티리진,항히스타민제(2세대)
아르쿨연질캡슐(세티리진염산염),(주)마더스제약,10밀리그램,일반의약품,해당사항없음,R06AE07,201802601.0,운전주의,세티리진,항히스타민제(2세대)
아르테빈캡슐(아스피린장용펠렛),안국약품(주),121.95밀리그램,일반의약품,해당사항없음,B01AC06,201310212.0,운전주의,아스피린,진통소염제
아르텍연질캡슐10mg(세티리진염산염),(주)알피바이오,10밀리그램,일반의약품,해당사항없음,R06AE07,200904666.0,운전주의,세티리진,항히스타민제(2세대)
아르텍연질캡슐5mg(세티리진염산염),(주)알피바이오,5밀리그램,일반의약품,해당사항없음,R06AE07,200904667.0,운전주의,세티리진,항히스타민제(2세대)
아리신주(아스피린리신),경동제약(주),0.9밀리그램,전문의약품,해당사항없음,,200002749.0,운전주의,아스피린,진통소염제
아리플루옥세틴염산염캡슐10밀리그램,(주)아리제약,10밀리그램,전문의약품,해당사항없음,N06AB03,201907012.0,운전주의,플루옥세틴,SSRI
아리플루옥세틴염산염캡슐20밀리그램,(주)아리제약,20밀리그램,전문의약품,해당사항없음,N06AB03,201907013.0,운전주의,플루옥세틴,SSRI
아마그린정2밀리그람(글리메피리드),(주)녹십자,2밀리그램,전문의약품,해당사항없음,A10BB12,200403351.0,운전주의,글리메피리드,경구혈당강하제
아마디엠정(글리메피리드),동성제약(주),2밀리그램,전문의약품,해당사항없음,A10BB12,200400894.0,운전주의,글리메피리드,경구혈당강하제
아마리드정2밀리그람(글리메피리드),고려제약(주),2밀리그램,전문의약품,해당사항없음,A10BB12,200402137.0,운전주의,글리메피리드,경구혈당강하제
아마리스정(글리메피리드),한국넬슨제약(주),2밀리그램,전문의약품,해당사항없음,,200402369.0,운전주의,글리메피리드,경구혈당강하제
아마리스정1mg(글리메피리드),한국넬슨제약(주),1밀리그램,전문의약품,해당사항없음,A10BB12,200700193.0,운전주의,글리메피리드,경구혈당강하제
아마리아정(글리메피리드),(주)테라젠이텍스,2밀리그램,전문의약품,해당사항없음,A10BB12,200411065.0,운전주의,글리메피리드,경구혈당강하제
아마리아정(글리메피리드),(주)이텍스제약,2밀리그램,전문의약품,해당사항없음,A10BB12,200411065.0,운전주의,글리메피리드,경구혈당강하제
아마리아정(글리메피리드)(수출명:AmarinTabs.),(주)이텍스제약,2밀리그램,전문의약품,해당사항없음,A10BB12,200411065.0,운전주의,글리메피리드,경구혈당강하제
아마리정(글리메피리드),성원애드콕제약(주),2밀리그램,전문의약품,해당사항없음,,200503603.0,운전주의,글리메피리드,경구혈당강하제
아마릴정1밀리그람(글리메피리드),(주)한독,1밀리그램,전문의약품,해당사항없음,A10BB12,199600863.0,운전주의,글리메피리드,경구혈당강하제
아마릴정2밀리그람(글리메피리드),(주)한독,2밀리그램,전문의약품,해당사항없음,A10BB12,199600864.0,운전주의,글리메피리드,경구혈당강하제
아마릴정3밀리그람(글리메피리드),(주)한독,3밀리그램,전문의약품,해당사항없음,,200711086.0,운전주의,글리메피리드,경구혈당강하제
아마릴정4밀리그람(글리메피리드),(주)한독,4밀리그램,전문의약품,해당사항없음,A10BB12,199900923.0,운전주의,글리메피리드,경구혈당강하제
아마정(글리메피리드),(주)에스앤피제약,2밀리그램,전문의약품,,A10BB12,200404852.0,운전주의,글리메피리드,경구혈당강하제
아마정(글리메피리드),(주)킵스바이오파마,2밀리그램,전문의약품,해당사항없음,A10BB12,200404852.0,운전주의,글리메피리드,경구혈당강하제
아마틴정(글리메피리드),(주)한국파비스바이오텍,2밀리그램,전문의약품,해당사항없음,,200402734.0,운전주의,글리메피리드,경구혈당강하제
아마피드정2밀리그람(글리메피리드),청계제약(주),2밀리그램,전문의약품,해당사항없음,,200401019.0,운전주의,글리메피리드,경구혈당강하제
아마필정(글리메피리드),영풍제약(주),2밀리그램,전문의약품,해당사항없음,A10BB12,200402913.0,운전주의,글리메피리드,경구혈당강하제
아마필정(글리메피리드)(수출용),영풍제약(주),2밀리그램,전문의약품,해당사항없음,A10BB12,200402913.0,운전주의,글리메피리드,경구혈당강하제
아마필정1밀리그람(글리메피리드),영풍제약(주),1밀리그램,전문의약품,해당사항없음,A10BB12,200604305.0,운전주의,글리메피리드,경구혈당강하제
아메드정(글리메피리드),메딕스제약(주),2밀리그램,전문의약품,해당사항없음,A10BB12,201404018.0,운전주의,글리메피리드,경구혈당강하제
아메리드정(글리메피리드),한국프라임제약(주),2밀리그램,전문의약품,해당사항없음,A10BB12,200404038.0,운전주의,글리메피리드,경구혈당강하제
아모린정(글리메피리드),(주)바이넥스,2밀리그램,전문의약품,해당사항없음,A10BB12,200400570.0,운전주의,글리메피리드,경구혈당강하제
아모린정1밀리그램(글리메피리드),(주)바이넥스,1밀리그램,전문의약품,해당사항없음,A10BB12,200500598.0,운전주의,글리메피리드,경구혈당강하제
아미드정(글리메피리드),(주)파마킹,2밀리그램,전문의약품,해당사항없음,A10BB12,200301580.0,운전주의,글리메피리드,경구혈당강하제
"아베린엠정2/500밀리그램(글리메피리드,메트포르민염산염)",(주)휴온스,500밀리그램,전문의약품,해당사항없음,A10BD02,201107229.0,운전주의,글리메피리드,경구혈당강하제
아베린정1밀리그람(글리메피리드),(주)휴온스,1밀리그램,전문의약품,해당사항없음,,200700081.0,운전주의,글리메피리드,경구혈당강하제
아베린정4밀리그램(글리메피리드),(주)휴온스,4밀리그램,전문의약품,해당사항없음,A10BB12,200704614.0,운전주의,글리메피리드,경구혈당강하제
아사톱장용정100밀리그램(아스피린),영풍제약(주),100밀리그램,일반의약품,해당사항없음,B01AC06,201603416.0,운전주의,아스피린,진통소염제
아사톱장용정81mg(아스피린),영풍제약(주),81밀리그램,일반의약품,해당사항없음,B01AC06,200803806.0,운전주의,아스피린,진통소염제
아사프장용정100mg(아스피린),제뉴파마,100밀리그램,일반의약품,해당사항없음,B01AC06,201405003.0,운전주의,아스피린,진통소염제
아센정(아스피린),한국유나이티드제약(주),100밀리그램,일반의약품,해당사항없음,B01AC06,201310585.0,운전주의,아스피린,진통소염제
아소틴정(아테놀롤),한국프라임제약(주),50밀리그램,전문의약품,해당사항없음,C07AB03,200403982.0,운전주의,아테놀롤,베타차단제
"아스라베캡슐100/5밀리그램(아스피린,라베프라졸)",(주)휴온스,100밀리그램,전문의약품,해당사항없음,B01AC56,202402347.0,운전주의,아스피린,진통소염제
"아스라졸캡슐100/5밀리그램(아스피린,라베프라졸)",영진약품(주),100밀리그램,전문의약품,해당사항없음,B01AC56,202402348.0,운전주의,아스피린,진통소염제
아스맥스캅셀(아스피린장용피입자),동광제약(주),100밀리그램,전문의약품,해당사항없음,,200000249.0,운전주의,아스피린,진통소염제
"아스베린캡슐100/5밀리그램(아스피린,라베프라졸)",제이더블유중외제약(주),100밀리그램,전문의약품,해당사항없음,B01AC56,202500715.0,운전주의,아스피린,진통소염제
아스장용정75밀리그램(아스피린),일양약품(주),75밀리그램,일반의약품,해당사항없음,B01AC06,200804832.0,운전주의,아스피린,진통소염제
아스젤틴정(아젤라스틴염산염),정우신약(주),1밀리그램,전문의약품,해당사항없음,R06AX19,201604176.0,운전주의,아젤라스틴,항히스타민제(2세대)
아스카딘정(에스시탈로프람옥살산염),태극제약(주),12.77밀리그램,전문의약품,해당사항없음,N06AB10,201904304.0,운전주의,에스시탈로프람,SSRI
아스쿨장용정(아스피린),오스틴제약(주),100밀리그램,일반의약품,해당사항없음,B01AC06,201310290.0,운전주의,아스피린,진통소염제
아스테릭정(아스피린),대화제약(주),100밀리그램,일반의약품,해당사항없음,B01AC06,200703186.0,운전주의,아스피린,진통소염제
아스테린정(아스피린),성원애드콕제약(주),100밀리그램,일반의약품,해당사항없음,B01AC06,201208281.0,운전주의,아스피린,진통소염제
아스텍션장용정100밀리그램(아스피린),(주)셀트리온제약,100밀리그램,일반의약품,해당사항없음,B01AC06,201600396.0,운전주의,아스피린,진통소염제
아스텍트정(아스피린),(주)동구바이오제약,100밀리그램,일반의약품,해당사항없음,B01AC06,201300051.0,운전주의,아스피린,진통소염제
아스텐정(아테놀롤),한국유나이티드제약(주),50밀리그램,전문의약품,해당사항없음,C07AB03,198801177.0,운전주의,아테놀롤,베타차단제
아스틴정(아젤라스틴염산염),위더스제약(주),1밀리그램,전문의약품,해당사항없음,R06AX19,200402847.0,운전주의,아젤라스틴,항히스타민제(2세대)
아스팜장용정(아스피린),한국코러스(주),100밀리그램,일반의약품,해당사항없음,B01AC06,201706882.0,운전주의,아스피린,진통소염제
아스페직주1그람(아스피린리신),영진약품(주),1그램,전문의약품,해당사항없음,,198700568.0,운전주의,아스피린,진통소염제
"아스프라졸캡슐100/5밀리그램(아스피린,라베프라졸)",지엘파마(주),100밀리그램,전문의약품,해당사항없음,B01AC56,202401369.0,운전주의,아스피린,진통소염제
아스피드정(아스피린),(주)일화,100밀리그램,일반의약품,해당사항없음,B01AC06,201308448.0,운전주의,아스피린,진통소염제
아스피디드장용정(아스피린),하이플생명과학(주),100밀리그램,일반의약품,해당사항없음,B01AC06,201902644.0,운전주의,아스피린,진통소염제
아스피린다이렉트츄어블정,바이엘코리아(주),500밀리그램,일반의약품,해당사항없음,N02BA01,199604621.0,운전주의,아스피린,진통소염제
아스피린장용정81mg(아스피린),영풍제약(주),81밀리그램,일반의약품,해당사항없음,B01AC06,200803806.0,운전주의,아스피린,진통소염제
아스피린프로텍트정100밀리그람,바이엘코리아(주),100밀리그램,일반의약품,해당사항없음,B01AC06,200108429.0,운전주의,아스피린,진통소염제
아스피바장용정(아스피린),(주)바이넥스,100밀리그램,일반의약품,해당사항없음,B01AC06,201306277.0,운전주의,아스피린,진통소염제
아스피어캡슐(아스피린장용피입자),신일제약(주),100밀리그램,일반의약품,해당사항없음,,200202143.0,운전주의,아스피린,진통소염제
아스피어캡슐(아스피린장용피입자),구주제약(주),120.98밀리그램,일반의약품,해당사항없음,B01AC06,200807717.0,운전주의,아스피린,진통소염제
아스픽스장용피캡슐(아스피린),대우제약(주),100밀리그램,일반의약품,해당사항없음,B01AC06,200400665.0,운전주의,아스피린,진통소염제
아스핀장용정(아스피린),아남제약,81밀리그램,일반의약품,해당사항없음,B01AC06,200904714.0,운전주의,아스피린,진통소염제
아스핀장용정(아스피린),대한뉴팜(주),81밀리그램,일반의약품,해당사항없음,B01AC06,200904714.0,운전주의,아스피린,진통소염제
아스필장용정(아스피린100밀리그람),익수제약(주),100밀리그램,일반의약품,해당사항없음,B01AC06,201306112.0,운전주의,아스피린,진통소염제
아이리진정(레보세티리진염산염),신신제약(주),5밀리그램,전문의약품,해당사항없음,R06AE09,201403494.0,운전주의,세티리진,항히스타민제(2세대)
아이세틴캡슐10밀리그램(플루옥세틴염산염),(주)아이월드제약,11.2밀리그램,전문의약품,해당사항없음,N06AB03,202104396.0,운전주의,플루옥세틴,SSRI
아이세틴캡슐20밀리그램(플루옥세틴염산염),(주)아이월드제약,20밀리그램,전문의약품,해당사항없음,N06AB03,201803003.0,운전주의,플루옥세틴,SSRI
아이스피린장용정(아스피린),아이큐어(주),100밀리그램,일반의약품,해당사항없음,B01AC06,202001468.0,운전주의,아스피린,진통소염제
아이월드우황청심원,(주)아이월드제약,3.75그램,일반의약품,해당사항없음,C01EX,198901590.0,운전주의,우황청심원,한방제제
아이월드우황청심원(사향대체물질엘-무스콘함유),(주)아이월드제약,없음,일반의약품,해당사항없음,C01EX,200900559.0,운전주의,우황청심원,한방제제
아이월드원방우황청심원,(주)아이월드제약,없음,일반의약품,해당사항없음,,199001517.0,운전주의,우황청심원,한방제제
아이월드원방우황청심원(사향대체물질엘-무스콘함유),(주)아이월드제약,없음,일반의약품,해당사항없음,C01EX,200805753.0,운전주의,우황청심원,한방제제
아이젭점안액(아젤라스틴염산염),국제약품(주),없음,전문의약품,해당사항없음,S01GX07,200807723.0,운전주의,아젤라스틴,항히스타민제(2세대)
아이카베딜정12.5mg(카르베딜롤),아이큐어(주),12.5밀리그램,전문의약품,해당사항없음,C07AG02,201907207.0,운전주의,카르베딜롤,베타차단제
아이카베딜정25mg(카르베딜롤),아이큐어(주),25밀리그램,전문의약품,해당사항없음,C07AG02,201907208.0,운전주의,카르베딜롤,베타차단제
아제나정(아젤라스틴염산염),(유)한풍제약,1밀리그램,전문의약품,해당사항없음,R06AX19,201905835.0,운전주의,아젤라스틴,항히스타민제(2세대)
아제라스정(아젤라스틴염산염),영풍제약(주),1밀리그램,전문의약품,해당사항없음,R06AX19,201402560.0,운전주의,아젤라스틴,항히스타민제(2세대)
아제라엠정(아젤라스틴염산염),맥널티제약(주),1밀리그램,전문의약품,해당사항없음,R06AX19,201603043.0,운전주의,아젤라스틴,항히스타민제(2세대)
아제라정(아젤라스틴염산염),미래바이오제약(주),1밀리그램,전문의약품,해당사항없음,R06AX19,201307676.0,운전주의,아젤라스틴,항히스타민제(2세대)
아제라정(염산아젤라스틴),에스에스팜(주),1밀리그램,전문의약품,해당사항없음,,200502979.0,운전주의,아젤라스틴,항히스타민제(2세대)
아제라틴정(아젤라스틴염산염),(주)경보제약,1밀리그램,전문의약품,해당사항없음,R06AX19,201405731.0,운전주의,아젤라스틴,항히스타민제(2세대)
아제란비액(염산아젤라스틴),(주)태준제약,10밀리리터,전문의약품,해당사항없음,,200403091.0,운전주의,아젤라스틴,항히스타민제(2세대)
아제란점안액(염산아젤라스틴)(수출명:뉴아제란점안액NEWAZELANOphthalmicsolution),(주)태준제약,6밀리리터,전문의약품,해당사항없음,S01GX07,200202628.0,운전주의,아젤라스틴,항히스타민제(2세대)
아제란점안액(염산아젤라스틴)(수출용),(주)태준제약,4밀리리터,전문의약품,해당사항없음,S01GX07,200202628.0,운전주의,아젤라스틴,항히스타민제(2세대)
아제스정(아젤라스틴염산염),영일제약(주),1밀리그램,전문의약품,해당사항없음,R06AX19,200402287.0,운전주의,아젤라스틴,항히스타민제(2세대)
아제스틴정(염산아젤라스틴),건일제약(주),1밀리그램,전문의약품,해당사항없음,R06AX19,200100437.0,운전주의,아젤라스틴,항히스타민제(2세대)
아제쿨틴정(아젤라스틴염산염),(주)시어스제약,1밀리그램,전문의약품,해당사항없음,R06AX19,201900294.0,운전주의,아젤라스틴,항히스타민제(2세대)
아제클점안액(염산아젤라스틴),한림제약(주),5밀리리터,전문의약품,해당사항없음,S01GX07,200807644.0,운전주의,아젤라스틴,항히스타민제(2세대)
아제클점안액(염산아젤라스틴)(수출용),한림제약(주),없음,전문의약품,해당사항없음,S01GX07,200807644.0,운전주의,아젤라스틴,항히스타민제(2세대)
아제타민정(아젤라스틴염산염),대웅바이오(주),1밀리그램,전문의약품,해당사항없음,R06AX19,200403411.0,운전주의,아젤라스틴,항히스타민제(2세대)
아제타정(아젤라스틴염산염),(주)씨티씨바이오,1밀리그램,전문의약품,해당사항없음,R06AX19,200706243.0,운전주의,아젤라스틴,항히스타민제(2세대)
아제타정(아젤라스틴염산염),주식회사 노바엠헬스케어,1밀리그램,전문의약품,해당사항없음,R06AX19,200706243.0,운전주의,아젤라스틴,항히스타민제(2세대)
아제탄정(아젤라스틴염산염),(주)씨엠지제약,1밀리그램,전문의약품,해당사항없음,R06AX19,200402853.0,운전주의,아젤라스틴,항히스타민제(2세대)
아제트정(아젤라스틴염산염),아이큐어(주),1밀리그램,전문의약품,해당사항없음,R06AX19,201602421.0,운전주의,아젤라스틴,항히스타민제(2세대)
아제틴정(아젤라스틴염산염),오스틴제약(주),1밀리그램,전문의약품,해당사항없음,R06AX19,200402098.0,운전주의,아젤라스틴,항히스타민제(2세대)
아젠정(염산아젤라스틴),진양제약(주),1밀리그램,전문의약품,해당사항없음,,200401384.0,운전주의,아젤라스틴,항히스타민제(2세대)
아젠틴정(아젤라스틴염산염),(주)화이트생명과학,1밀리그램,전문의약품,해당사항없음,R06AX19,201309263.0,운전주의,아젤라스틴,항히스타민제(2세대)
아젤라건정1밀리그램(아젤라스틴염산염),건일바이오팜(주),1밀리그램,전문의약품,해당사항없음,R06AX19,202000689.0,운전주의,아젤라스틴,항히스타민제(2세대)
아젤라스정(아젤라스틴염산염),대한뉴팜(주),1밀리그램,전문의약품,해당사항없음,R06AX19,201405076.0,운전주의,아젤라스틴,항히스타민제(2세대)
아젤라스틴포스점안액(아젤라스틴염산염),(주)넥스팜코리아,10밀리리터,전문의약품,해당사항없음,S01GX07,201604959.0,운전주의,아젤라스틴,항히스타민제(2세대)
아젤라실정(아젤라스틴염산염),성원애드콕제약(주),1밀리그램,전문의약품,해당사항없음,R06AX19,201602766.0,운전주의,아젤라스틴,항히스타민제(2세대)
아젤라정(아젤라스틴염산염),경동제약(주),1밀리그램,전문의약품,해당사항없음,R06AX19,200002738.0,운전주의,아젤라스틴,항히스타민제(2세대)
아젤라젠정(아젤라스틴염산염),(주)셀릭스,1밀리그램,전문의약품,해당사항없음,R06AX19,200401878.0,운전주의,아젤라스틴,항히스타민제(2세대)
아젤라진정(아젤라스틴염산염),(주)비보존제약,1밀리그램,전문의약품,해당사항없음,R06AX19,201501605.0,운전주의,아젤라스틴,항히스타민제(2세대)
아젤라토정(아젤라스틴염산염),풍림무약(주),1밀리그램,전문의약품,해당사항없음,R06AX19,201507400.0,운전주의,아젤라스틴,항히스타민제(2세대)
아젤라틴정(아젤라스틴염산염),한국신텍스제약(주),1밀리그램,전문의약품,해당사항없음,R06AX19,201907051.0,운전주의,아젤라스틴,항히스타민제(2세대)
아젤란정(아젤라스틴염산염),알리코제약(주),1밀리그램,전문의약품,해당사항없음,R06AX19,200400838.0,운전주의,아젤라스틴,항히스타민제(2세대)
아젤란틴정(아젤라스틴염산염),독립바이오제약(주),1밀리그램,전문의약품,해당사항없음,R06AX19,201904753.0,운전주의,아젤라스틴,항히스타민제(2세대)
아젤론정(아젤라스틴염산염),한국유나이티드제약(주),1밀리그램,전문의약품,해당사항없음,R06AX19,200101679.0,운전주의,아젤라스틴,항히스타민제(2세대)
아젤론정(아젤라스틴염산염)(비매품),한국유나이티드제약(주),1밀리그램,전문의약품,해당사항없음,R06AX19,200101679.0,운전주의,아젤라스틴,항히스타민제(2세대)
아젤론정(아젤라스틴염산염)(수출용),한국유나이티드제약(주),1밀리그램,전문의약품,해당사항없음,R06AX19,200101679.0,운전주의,아젤라스틴,항히스타민제(2세대)
아젤스정(아젤라스틴염산염),안국뉴팜(주),1밀리그램,전문의약품,해당사항없음,R06AX19,201907495.0,운전주의,아젤라스틴,항히스타민제(2세대)
아젤스테인정(아젤라스틴염산염),한국휴텍스제약(주),1밀리그램,전문의약품,해당사항없음,R06AX19,201600378.0,운전주의,아젤라스틴,항히스타민제(2세대)
아젤스틴정(아젤라스틴염산염),(주)에이프로젠바이오로직스,1밀리그램,전문의약품,해당사항없음,R06AX19,201405612.0,운전주의,아젤라스틴,항히스타민제(2세대)
아젤정(염산아젤라스틴),이연제약(주),1밀리그램,전문의약품,해당사항없음,,200500218.0,운전주의,아젤라스틴,항히스타민제(2세대)
아젤텐정(아젤라스틴염산염),태극제약(주),1밀리그램,전문의약품,해당사항없음,R06AX19,201903341.0,운전주의,아젤라스틴,항히스타민제(2세대)
아젤투정(아젤라스틴염산염),코스맥스파마(주),1밀리그램,전문의약품,해당사항없음,R06AX19,201901337.0,운전주의,아젤라스틴,항히스타민제(2세대)
아젤투정(아젤라스틴염산염)&nbsp;,코스맥스파마(주),1밀리그램,전문의약품,해당사항없음,R06AX19,201901337.0,운전주의,아젤라스틴,항히스타민제(2세대)
아젤틴정(아젤라스틴염산염),제이에스제약(주),1밀리그램,전문의약품,해당사항없음,R06AX19,201307778.0,운전주의,아젤라스틴,항히스타민제(2세대)
